id	ConceptA	ConceptB_Pre	Prerequisite	ca_smog_index	ca_noun_phrases	ca_flesch_reading_ease	ca_number_words	ca_number_sentences	ca_ar_index	core_p_a	cb_smog_index	cb_noun_phrases	cb_flesch_reading_ease	cb_number_words	cb_number_sentences	cb_ar_index	core_p_b	arxiv_common_results_first_1000	core_common_results_first_500	core_p_b_given_a	core_p_a_given_b	core_p_a_and_b	p_ca	p_cb	p_ca_cb	p_ca_given_cb	p_cb_given_ca	page_rank_difference	ca_inlinks	ca_outlinks	cb_inlinks	cb_outlinks	common_neighbors	direct_connections	link_proportion	ngd	pmi	cat_common	ave_tax_simil	max_tax_simil	min_tax_simil
71	String_(computer_science)	Computer_programming	1	13.8	639.0	40.79	4486.0	191.0	14.0	0.033096471	15.8	357.0	33.65	2294.0	104.0	16.5	0.014153744	0.001	0.012	0.405956767	0.949270826	0.013435737	8.487e-06	1.6082e-05	1e-08	0.000596303	0.001129944	-31.0928	637	248	1410	267	17	1	0.05651	0.41204	7.55083	0.0	0.29038	0.55556	0.0
72	Relational_database	Relational_model	1	14.0	325.0	44.24	2402.0	129.0	13.0	0.009704766	13.8	774.0	-55.73	5133.0	198.0	16.0	0.035827673	0.042	0.176	0.753393685	0.204074361	0.00731151	6.176e-06	3.318e-06	1.9e-08	0.005780347	0.00310559	18.4555	520	124	191	155	29	2	0.1	0.22784	11.25817	1.0	0.31327	1.0	0.0
73	Query_language	Computer_programming	1	16.9	201.0	26.37	722.0	18.0	23.3	0.010244018	15.8	357.0	33.65	2294.0	104.0	16.5	0.014153752	0.023	0.168	0.431305556	0.312164693	0.004418302	2.513e-06	1.6082e-05	0.0	0.0	0.0	-77.911	139	123	1410	267	1	0	0.02158	0.59025	6.16207	0.0	0.46984	0.6	0.33333
74	Machine_learning	Computational_complexity_theory	1	15.9	581.0	31.21	3811.0	160.0	17.7	0.013566553	14.3	839.0	7.45	5500.0	227.0	14.6	0.028852011	0.001	0.1	0.631005602	0.296706221	0.008560571	1.5161e-05	9.734e-06	0.0	0.0	0.0	3.4276	1294	287	788	227	7	0	0.02087	0.44535	6.95275	0.0	0.39683	0.42857	0.33333
75	Matrix_(mathematics)	Mathematics	1	14.9	2068.0	-163.08	10764.0	400.0	16.6	0.015735702	16.2	727.0	24.48	5136.0	239.0	16.8	0.005189094	0.026	0.042	0.329765641	1.0	0.005189094	1.7309e-05	0.000198152	1e-08	4.8396e-05	0.000554017	-835.553	1331	474	20104	559	44	1	0.31405	0.47438	6.1914	0.0	0.375	0.5	0.0
76	Theory_of_computation	Computer_science	1	14.4	300.0	19.77	1836.0	106.0	14.3	0.071801052	17.5	668.0	22.85	4178.0	178.0	18.8	0.032144643	0.151	0.062	0.445527396	0.995168489	0.031989336	2.714e-06	8.648e-05	1e-08	0.000110889	0.003533569	-320.4315	159	124	8602	416	19	1	0.3522	0.48927	7.58155	0.0	0.5	0.5	0.5
77	Object-oriented_programming	High-level_programming_language	1	14.4	904.0	42.61	5461.0	300.0	16.0	0.013553787	16.4	226.0	31.62	1522.0	66.0	18.6	0.047996525	0.127	0.024	0.897447898	0.253431216	0.012163818	1.9045e-05	3.893e-06	0.0	0.0	0.0	57.4079	1644	342	281	125	20	0	0.02981	0.36142	8.95482	0.0	0.58333	0.66667	0.5
78	Database_index	Computer_programming	1	12.0	289.0	50.46	2143.0	100.0	13.2	0.020286351	15.8	357.0	33.65	2294.0	104.0	16.5	0.014153776	0.002	0.058	0.311861276	0.446985116	0.006326527	2.158e-06	1.6082e-05	0.0	0.0	0.0	-78.59921	146	79	1410	267	2	0	0.00685	0.69894	4.50623	0.0	0.42262	0.5	0.33333
79	Computational_chemistry	Computer_science	1	16.1	691.0	25.08	3840.0	187.0	17.2	0.011237379	17.5	668.0	22.85	4178.0	178.0	18.8	0.03214469	0.009	0.146	0.751496926	0.26271387	0.008444856	6.31e-06	8.648e-05	1e-08	0.000110889	0.001519757	-312.0367	416	242	8602	416	9	1	0.04567	0.6556	4.63456	0.0	0.21577	0.33333	0.0
80	Machine_learning	Statistical_inference	1	15.9	581.0	31.21	3811.0	160.0	17.7	0.013566593	15.7	676.0	21.4	3332.0	265.0	16.7	0.020045508	0.003	0.122	0.413143762	0.279611433	0.005604953	1.5161e-05	4.315e-06	1e-08	0.002222222	0.000632511	30.3238	1294	287	263	187	10	1	0.02241	0.38811	8.63897	0.0	0.28696	0.5	0.0
81	Suffix_tree	String_searching_algorithm	1	12.9	689.0	-178.88	2929.0	126.0	16.8	0.00524505	14.0	196.0	40.99	1443.0	63.0	15.4	0.012553845	0.039	0.144	0.459573988	0.192011962	0.002410488	1.573e-06	1.477e-06	1.9e-08	0.012987013	0.012195122	-3.47809	66	98	78	76	5	2	0.09091	0.22965	12.4127	0.0	0.49074	0.66667	0.25
82	3D_modeling	Algorithm	1	14.5	294.0	41.09	2248.0	100.0	14.8	0.011751635	15.0	1345.0	41.4	9595.0	447.0	15.0	0.00815792	0.0	0.09	0.296210631	0.426696932	0.003480959	6.463e-06	3.7994e-05	1e-08	0.000252398	0.00148368	-179.5134	514	160	3540	422	2	1	0.04086	0.56244	5.75469	0.0	0.32159	0.55556	0.0
83	Analysis_of_algorithms	Probability_theory	1	15.7	705.0	-525.7	3418.0	98.0	20.7	0.071826489	13.8	589.0	-229.03	3113.0	152.0	17.3	0.028150832	0.001	0.08	0.391479217	0.998854229	0.028118578	3.462e-06	1.3301e-05	0.0	0.0	0.0	-67.1379	251	110	1201	186	3	0	0.02789	0.52324	6.76332	0.0	0.29167	0.33333	0.25
84	Programming_language	Data_structure	1	14.9	684.0	41.8	6037.0	277.0	15.8	0.0116827	14.2	197.0	41.7	1091.0	49.0	15.6	0.051526994	0.003	0.04	0.853197118	0.193445127	0.009967646	2.805e-05	7.269e-06	1.9e-08	0.002638522	0.000683761	101.3784	2530	395	599	159	22	2	0.03953	0.36045	8.27005	0.0	0.45833	0.66667	0.25
85	Combinatorics	Finite_set	1	15.4	465.0	28.43	2514.0	129.0	16.0	0.00036515	12.6	418.0	-29.88	2437.0	167.0	12.5	0.036035686	0.015	0.042	0.945656871	0.009582357	0.000345307	1.1383e-05	4.421e-06	1e-08	0.002169197	0.00084246	3.5608	916	271	344	117	6	1	0.03493	0.35242	8.89206	0.0	0.225	0.25	0.2
86	Fourier_analysis	Polynomial	1	16.4	635.0	-262.73	3274.0	100.0	21.0	0.043674916	15.1	913.0	-206.09	6722.0	257.0	16.0	0.003345219	0.002	0.026	0.057133443	0.745929653	0.002495298	4.603e-06	1.2332e-05	1e-08	0.000777605	0.002083333	-68.8641	275	205	1012	274	11	1	0.05091	0.43941	7.8786	0.0	0.26003	0.5	0.0
87	Vector_processor	Parallel_computing	1	15.2	322.0	31.31	2255.0	95.0	15.6	0.012220689	16.1	1031.0	16.83	6451.0	307.0	16.5	0.016384143	0.084	0.106	0.45921276	0.342519979	0.005611896	2.8e-06	1.169e-05	1e-08	0.000820345	0.003424658	-34.5393	177	115	861	358	25	1	0.20339	0.31177	10.10998	1.0	0.66667	1.0	0.33333
88	Mobile_device	Computer	1	13.8	227.0	43.53	1288.0	64.0	15.0	0.009553175	15.0	1086.0	41.7	8043.0	367.0	15.0	0.0127387	0.015	0.152	0.394533495	0.295873791	0.003769048	9.609e-06	6.193e-05	1.9e-08	0.000309693	0.001996008	-233.0144	858	144	5688	770	16	2	0.05245	0.56248	5.43084	0.0	0.26984	0.66667	0.0
89	Newton's_method	Approximation	1	12.6	1181.0	-456.23	6079.0	256.0	15.2	0.030086696	14.3	152.0	-30.69	1173.0	56.0	14.3	0.007462785	0.003	0.12	0.176675647	0.712279207	0.005315587	4.325e-06	4.632e-06	1e-08	0.002070393	0.002217295	1.004	313	138	376	107	5	1	0.03195	0.37733	8.63485	0.0	0.46667	0.6	0.33333
90	Computational_chemistry	Algorithm	1	16.1	691.0	25.08	3840.0	187.0	17.2	0.011236385	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008157549	0.0	0.23	0.3520791	0.484961413	0.003956096	6.31e-06	3.7994e-05	1e-08	0.000252398	0.001519757	-180.3627	416	242	3540	422	7	1	0.02644	0.61901	5.12699	0.0	0.2077	0.55556	0.0
91	Symbol_table	Compiler	1	13.9	99.0	41.29	730.0	33.0	14.1	0.032965142	15.1	993.0	35.27	5714.0	292.0	15.1	0.000402273	0.005	0.012	0.009479474	0.776816711	0.000312492	9.49e-07	1.9199e-05	1.9e-08	0.000999001	0.02020202	-100.06023	44	55	1710	292	9	2	0.34091	0.4092	9.86521	1.0	0.55499	1.0	0.11111
92	Formal_language	Logic	1	14.0	342.0	40.69	2332.0	105.0	14.6	0.016883313	16.1	1002.0	22.04	6809.0	271.0	16.5	0.004669323	0.011	0.202	0.167085158	0.60414565	0.002820951	6.243e-06	2.8021e-05	1e-08	0.000342231	0.001536098	-123.2334	468	183	2529	393	22	1	0.15812	0.38345	8.19227	0.0	0.47024	0.6	0.14286
93	Document_classification	Machine_learning	1	17.2	137.0	15.91	905.0	37.0	18.8	0.01665799	15.9	581.0	31.21	3811.0	160.0	17.7	0.013561985	0.007	0.17	0.342293488	0.420434144	0.005701921	1.745e-06	1.5161e-05	1e-08	0.000632511	0.005494505	-53.87176	81	101	1294	287	11	1	0.22222	0.38992	9.64998	1.0	0.50444	1.0	0.33333
94	Cryptography	Computer_science	1	15.9	1027.0	32.53	6856.0	279.0	16.8	0.000203255	17.5	668.0	22.85	4178.0	178.0	18.8	0.032138702	0.006	0.038	0.866076627	0.00547733	0.000176034	2.4051e-05	8.648e-05	1.9e-08	0.000221779	0.000797448	-203.511	2084	424	8602	416	19	2	0.0739	0.52133	5.32872	0.0	0.34152	0.5	0.14286
95	Reinforcement_learning	Machine_learning	1	14.1	786.0	-116.72	4070.0	228.0	16.8	0.010826246	15.9	581.0	31.21	3811.0	160.0	17.7	0.013561985	0.048	0.516	0.95846573	0.765122946	0.010376586	3.136e-06	1.5161e-05	1.9e-08	0.001265022	0.006116208	-51.02894	154	173	1294	287	5	2	0.29221	0.32542	10.04498	0.0	0.33968	0.6	0.0
96	Logic	Foundations_of_mathematics	1	16.1	1002.0	22.04	6809.0	271.0	16.5	0.004669323	15.8	889.0	32.94	5866.0	264.0	16.0	0.071775559	0.008	0.132	0.997120654	0.06486718	0.004655878	2.8021e-05	4.219e-06	1.9e-08	0.004545455	0.000684463	146.3012	2529	393	201	239	46	2	0.02214	0.37893	9.00948	0.0	0.34375	0.66667	0.0
97	Partial_differential_equation	Mathematics	1	15.4	782.0	-274.68	4054.0	147.0	18.8	0.027153423	16.2	727.0	24.48	5136.0	239.0	16.8	0.005188352	0.003	0.048	0.128247976	0.671190297	0.003482372	1.3061e-05	0.000198152	1e-08	4.8396e-05	0.000734214	-885.0429	1127	235	20104	559	14	1	0.32831	0.47955	6.25545	0.0	0.19529	0.55556	0.0
98	Dynamic_programming	Algorithm	1	14.2	1377.0	-250.62	8664.0	291.0	16.8	0.014981479	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008157549	0.007	0.16	0.257959288	0.473746672	0.003864612	4.709e-06	3.7994e-05	1e-08	0.000252398	0.00203666	-187.0126	280	211	3540	422	29	1	0.20714	0.42283	8.0967	0.0	0.33417	0.71429	0.14286
99	Knowledge_representation_and_reasoning	Mathematics	1	14.2	597.0	44.14	3709.0	181.0	14.2	0.070530672	16.2	727.0	24.48	5136.0	239.0	16.8	0.005188352	0.0	0.0	0.073309383	0.99657078	0.00517056	4.037e-06	0.000198152	0.0	0.0	0.0	-925.6421	292	129	20104	559	6	0	0.04452	0.75852	3.37295	0.0	0.29187	0.66667	0.0
100	Stochastic_process	Continuous_function	1	15.8	1793.0	-101.08	10068.0	377.0	19.7	0.030584486	14.0	1039.0	-234.21	6698.0	221.0	16.9	0.035960115	0.002	0.15	0.696353786	0.592256789	0.021297622	7.538e-06	1.2534e-05	1e-08	0.000765111	0.001272265	-86.5983	625	161	1080	227	9	1	0.0592	0.3782	8.00246	0.0	0.19237	0.27273	0.0
101	Machine_learning	Computational_science	1	15.9	581.0	31.21	3811.0	160.0	17.7	0.013561985	18.6	340.0	11.65	1922.0	65.0	21.1	0.029953079	0.001	0.17	0.626563956	0.283692066	0.008497451	1.5161e-05	4.459e-06	1e-08	0.002150538	0.000632511	38.5341	1294	287	300	165	17	1	0.017	0.42202	8.05052	0.0	0.2037	0.55556	0.0
102	Haskell_(programming_language)	Computer_programming	1	13.3	678.0	46.37	3036.0	191.0	14.5	0.011760811	15.8	357.0	33.65	2294.0	104.0	16.5	0.014151417	0.323	0.05	0.527529648	0.438413813	0.006204177	1.0673e-05	1.6082e-05	1e-08	0.000596303	0.000898473	-48.2108	767	346	1410	267	17	1	0.07562	0.3661	7.97095	0.0	0.32887	0.5	0.0
103	Abstraction_(computer_science)	Computer_science	1	16.6	425.0	35.71	3588.0	132.0	18.5	0.032406891	17.5	668.0	22.85	4178.0	178.0	18.8	0.032138702	0.062	0.1	0.991724299	1.0	0.032138702	3.136e-06	8.648e-05	1e-08	0.000110889	0.003058104	-316.2003	178	149	8602	416	8	1	0.20225	0.53812	6.78127	0.0	0.31583	0.66667	0.09091
104	Rendering_(computer_graphics)	Computer_graphics	1	15.8	458.0	-31.67	3707.0	138.0	17.9	0.014384433	15.0	1178.0	40.08	7547.0	332.0	15.9	0.013214193	0.702	0.166	0.918645375	1.0	0.013214193	7.49e-06	1.7472e-05	0.0	0.0	0.0	-46.9933	583	198	1382	440	45	0	0.14237	0.31283	8.91268	0.0	0.0	0.0	0.0
105	Software_engineering	Computational_complexity_theory	1	16.5	496.0	25.08	2767.0	132.0	18.2	0.019978174	14.3	839.0	7.45	5500.0	227.0	14.6	0.028845762	0.001	0.078	0.51876263	0.359287797	0.01036393	1.3924e-05	9.734e-06	0.0	0.0	0.0	10.4997	1260	192	788	227	4	0	0.01905	0.45585	6.82123	0.0	0.40278	0.55556	0.25
106	Inequality_(mathematics)	Mathematics	1	11.9	575.0	-191.74	3150.0	170.0	11.4	0.008418069	16.2	727.0	24.48	5136.0	239.0	16.8	0.005188352	0.016	0.012	0.616335154	1.0	0.005188352	5.169e-06	0.000198152	1e-08	4.8396e-05	0.001855288	-915.7327	372	167	20104	559	15	1	0.21774	0.58416	5.66303	0.0	0.13571	0.4	0.0
107	Central_processing_unit	Computer_architecture	1	16.2	1043.0	38.15	7068.0	282.0	16.7	0.039289326	14.9	453.0	35.78	2621.0	140.0	14.9	0.015399405	0.011	0.1	0.285040913	0.727240123	0.011199065	3.0361e-05	6.262e-06	1.9e-08	0.003062787	0.000631712	153.1051	2832	334	488	165	32	2	0.04273	0.3439	8.67805	1.0	0.85714	1.0	0.71429
108	Programming_paradigm	Programming_language	1	16.1	217.0	32.73	1772.0	81.0	16.9	0.00715419	14.9	684.0	41.8	6037.0	277.0	15.8	0.011679023	0.245	0.4	0.706221967	0.432608647	0.005052446	6.08e-06	2.805e-05	1.9e-08	0.000683761	0.003154574	-142.2859	449	185	2530	395	48	2	0.3118	0.31285	9.17132	0.0	0.49008	0.71429	0.14286
109	Computational_complexity_theory	Computational_problem	1	14.3	839.0	7.45	5500.0	227.0	14.6	0.028845762	14.5	136.0	44.64	821.0	37.0	13.5	0.028166407	0.072	0.33	0.67487158	0.691149023	0.019467185	9.734e-06	1.18e-06	1.9e-08	0.016260163	0.001970443	47.87439	788	227	68	55	19	2	0.04822	0.27219	11.69594	0.0	0.51429	0.6	0.42857
110	Combinatorics	Mathematics	1	15.4	465.0	28.43	2514.0	129.0	16.0	0.00036515	16.2	727.0	24.48	5136.0	239.0	16.8	0.005188352	0.005	0.046	0.612618842	0.043115404	0.000223698	1.1383e-05	0.000198152	1.9e-08	9.6791e-05	0.00168492	-896.2081	916	271	20104	559	39	2	0.381	0.47475	6.47022	0.0	0.225	0.5	0.0
111	Image_analysis	Computer_science	1	14.5	190.0	30.87	903.0	51.0	14.7	0.047636835	17.5	668.0	22.85	4178.0	178.0	18.8	0.033762082	0.001	0.11	0.562437423	0.793574843	0.026792739	2.167e-06	8.648e-05	1e-08	0.000110889	0.004424779	-328.22012	140	86	8602	416	7	1	0.07857	0.63953	5.41722	0.0	0.35119	0.5	0.14286
112	Distributed_computing	Computer_network	1	15.3	544.0	35.57	3775.0	192.0	15.5	0.022238208	14.2	1314.0	43.63	7742.0	383.0	15.0	0.020506056	0.039	0.206	0.486355797	0.527438393	0.010815681	1.1623e-05	2.852e-05	1.9e-08	0.000672495	0.001650165	-123.5716	1012	200	2537	437	17	2	0.1087	0.37189	7.64699	0.0	0.36905	0.42857	0.25
113	Haskell_(programming_language)	Functional_programming	1	13.3	678.0	46.37	3036.0	191.0	14.5	0.011760811	15.7	845.0	33.34	4715.0	228.0	17.1	0.017609329	0.235	0.064	0.515969148	0.344602321	0.006068216	1.0673e-05	1.0021e-05	2.9e-08	0.002870813	0.002695418	-4.3533	767	346	770	275	46	3	0.25424	0.15757	10.59306	0.0	0.4679	0.77778	0.23077
114	Data_type	Computer_science	1	13.2	337.0	44.64	2435.0	141.0	12.9	0.052789382	17.5	668.0	22.85	4178.0	178.0	18.8	0.032138702	0.003	0.068	0.515336699	0.846465611	0.027204306	5.668e-06	8.648e-05	1e-08	0.000110889	0.001692047	-289.2368	420	171	8602	416	9	1	0.12143	0.55031	6.04525	0.0	0.32242	0.5	0.11111
115	Complexity	Algorithm	1	16.3	333.0	22.95	2798.0	122.0	16.8	0.009017127	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008157549	0.005	0.264	0.315144043	0.348351447	0.002841694	4.718e-06	3.7994e-05	1e-08	0.000252398	0.00203252	-180.8227	326	166	3540	422	18	1	0.06442	0.53569	6.41159	0.0	0.2197	0.5	0.0
116	P_versus_NP_problem	Algorithm	1	14.2	916.0	-19.66	5891.0	242.0	15.0	0.05089337	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008157549	0.005	0.006	0.145572811	0.908200641	0.007408691	4.632e-06	3.7994e-05	1.9e-08	0.000504796	0.004140787	-183.4119	275	208	3540	422	28	2	0.12364	0.47687	7.35217	0.0	0.24015	0.71429	0.0
117	Scripting_language	Programming_language	1	14.8	428.0	39.16	2427.0	105.0	17.4	0.009588467	14.9	684.0	41.8	6037.0	277.0	15.8	0.011679023	0.111	0.456	0.996027204	0.817737415	0.009550374	9.446e-06	2.805e-05	1.9e-08	0.000683761	0.002030457	-122.886	774	211	2530	395	35	2	0.17571	0.33575	8.34388	0.0	0.39583	0.66667	0.11111
118	Algorithm_design	Computer_science	1	16.7	64.0	32.43	261.0	10.0	17.7	0.024330468	17.5	668.0	22.85	4178.0	178.0	18.8	0.032138702	0.003	0.158	0.653493643	0.494724593	0.015899806	6.23e-07	8.648e-05	0.0	0.0	0.0	-332.12997	19	46	8602	416	0	0	0.31579	0.58547	7.42411	0.0	0.49881	0.66667	0.33333
119	Computer_science	Foundations_of_mathematics	1	17.5	668.0	22.85	4178.0	178.0	18.8	0.032138702	15.8	889.0	32.94	5866.0	264.0	16.0	0.071775559	0.015280136	0.112	0.995162441	0.445600552	0.031983229	8.648e-05	4.219e-06	1e-08	0.002272727	0.000110889	314.4062	8602	416	201	239	13	1	0.00267	0.58918	5.95959	0.0	0.22768	0.5	0.0
120	Scope_(computer_science)	Programming_language	1	14.0	935.0	44.17	8658.0	312.0	16.1	0.035106052	14.9	684.0	41.8	6037.0	277.0	15.8	0.011679023	0.007	0.006	0.244396129	0.734631918	0.008579783	3.587e-06	2.805e-05	1e-08	0.00034188	0.002673797	-146.8123	221	153	2530	395	37	1	0.26697	0.37734	8.94735	0.0	0.52381	0.71429	0.33333
121	Modular_programming	Scope_(computer_science)	1	16.0	246.0	36.83	1371.0	47.0	18.1	0.005398503	14.0	935.0	44.17	8658.0	312.0	16.1	0.035106052	0.005	0.0	0.784966509	0.120709782	0.004237644	4.267e-06	3.587e-06	1e-08	0.002673797	0.002247191	7.3719	308	137	221	153	22	1	0.05195	0.29693	10.10284	0.0	0.52381	0.71429	0.33333
122	Computer_graphics	Graphics	1	15.0	1178.0	40.08	7547.0	332.0	15.9	0.013214193	14.2	406.0	42.11	2708.0	124.0	14.8	0.001451669	0.416	0.362	0.10985683	1.0	0.001451669	1.7472e-05	9.638e-06	1e-08	0.000995025	0.000548847	52.207	1382	440	761	244	44	1	0.01809	0.45994	6.79709	1.0	0.69841	1.0	0.42857
123	Computer_vision	Analysis_of_algorithms	1	14.7	880.0	35.68	5049.0	294.0	15.2	0.016472211	15.7	705.0	-525.7	3418.0	98.0	20.7	0.071814749	0.003	0.192	0.990663051	0.227229245	0.016318411	8.87e-06	3.462e-06	0.0	0.0	0.0	15.0818	764	161	251	110	2	0	0.00654	0.51146	6.93049	0.0	0.32952	0.55556	0.0
124	Parallel_computing	Computing	1	16.1	1031.0	16.83	6451.0	307.0	16.5	0.016381784	17.2	399.0	23.46	2681.0	121.0	18.3	0.007208726	0.065	0.518	0.440045254	1.0	0.007208726	1.169e-05	1.7453e-05	1e-08	0.000549451	0.000820345	-72.6497	861	358	1598	222	18	1	0.03484	0.46223	6.6725	0.0	0.42857	0.42857	0.42857
125	Natural_language_processing	Unsupervised_learning	1	15.2	368.0	33.95	2604.0	127.0	16.0	0.033394722	15.1	176.0	26.4	955.0	57.0	16.9	0.01043528	0.007	0.084	0.218602083	0.699564945	0.007300156	8.976e-06	1.707e-06	1e-08	0.005617978	0.001068376	32.7456	719	217	108	70	4	1	0.01947	0.36893	9.72015	0.0	0.4709	0.55556	0.42857
126	List_of_undecidable_problems	Computational_problem	1	14.1	181.0	38.52	928.0	57.0	14.4	0.071820233	14.5	136.0	44.64	821.0	37.0	13.5	0.028166407	0.039	0.002	0.389716266	0.993719672	0.027989513	9.4e-07	1.18e-06	1e-08	0.008130081	0.010204082	-5.0773	26	72	68	55	2	1	0.11538	0.25792	12.95459	0.0	0.26667	0.6	0.0
127	Ray_tracing_(graphics)	Rendering_(computer_graphics)	1	14.0	473.0	-86.83	3848.0	161.0	15.5	0.005699775	15.8	458.0	-31.67	3707.0	138.0	17.9	0.014384433	0.054	0.162	0.502125545	0.198965289	0.002862003	4.229e-06	7.49e-06	1.9e-08	0.002560819	0.004535147	-15.7046	277	164	583	198	28	2	0.23827	0.2238	10.90083	0.0	0.0	0.0	0.0
128	Social_network	Graph_theory	1	14.9	709.0	26.51	4073.0	215.0	16.6	0.02793407	14.5	608.0	41.29	3743.0	172.0	15.3	0.025414407	0.0	0.048	0.438361724	0.481822257	0.012245227	1.6034e-05	1.5305e-05	1e-08	0.000626566	0.000598086	-10.0901	1360	312	1263	333	16	1	0.025	0.44892	6.53296	0.0	0.13571	0.6	0.0
129	Statistical_hypothesis_testing	Data	1	14.6	1048.0	11.41	8252.0	455.0	13.9	0.028926942	14.9	144.0	33.75	1358.0	60.0	14.5	0.043599463	0.001	0.092	0.838878435	0.556570795	0.024266188	6.521e-06	1.31e-05	0.0	0.0	0.0	-50.95	474	206	1216	150	2	0	0.04219	0.44661	7.34279	0.0	0.26959	0.5	0.0
130	Artificial_intelligence	Numerical_analysis	1	14.9	2056.0	41.7	13445.0	625.0	15.8	0.00759716	14.5	558.0	-183.08	3035.0	159.0	15.9	0.044640741	0.0	0.066	0.810368249	0.137912074	0.006156497	4.8121e-05	1.1834e-05	0.0	0.0	0.0	86.5635	4442	576	979	255	8	0	0.00563	0.61143	4.74923	0.0	0.25283	0.71429	0.0
131	Software_development	Data_structure	1	16.4	514.0	24.68	3302.0	177.0	17.9	0.035731139	14.2	197.0	41.7	1091.0	49.0	15.6	0.051518946	0.0	0.08	0.845357412	0.586300486	0.030205583	1.2668e-05	7.269e-06	1e-08	0.001319261	0.000757002	-10.3011	1103	218	599	159	11	1	0.00907	0.52473	6.14583	0.0	0.4381	0.5	0.33333
132	Communications_protocol	Algorithm	1	14.8	980.0	35.68	7325.0	395.0	14.8	0.011032728	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008157549	0.0	0.086	0.199633273	0.26999527	0.0022025	1.2975e-05	3.7994e-05	1e-08	0.000252398	0.000739098	-109.9844	1173	180	3540	422	7	1	0.02899	0.5603	5.25947	0.0	0.20238	0.42857	0.0
133	Question_answering	Expert_system	1	14.2	279.0	42.61	1755.0	86.0	15.0	0.019139883	14.1	440.0	32.63	2925.0	137.0	14.9	0.03812154	0.005	0.038	0.692767106	0.347821246	0.013259481	1.765e-06	3.951e-06	1e-08	0.002427184	0.005434783	-8.80779	98	86	290	122	6	1	0.06122	0.35997	9.94787	0.0	0.31786	0.66667	0.0
134	Algorithm	Mathematical_induction	1	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008158156	13.1	697.0	-188.66	4647.0	165.0	14.5	0.013656239	0.003	0.064	0.41432556	0.247515634	0.003380133	3.7994e-05	5.006e-06	1e-08	0.001915709	0.000252398	165.9184	3540	422	379	143	12	1	0.00876	0.50291	6.75614	0.0	0.30498	0.6	0.09091
135	Information_theory	Probability_theory	1	16.5	745.0	-98.54	4503.0	159.0	18.1	0.044126469	13.8	589.0	-229.03	3113.0	152.0	17.3	0.028151203	0.005	0.304	0.603461874	0.945914881	0.026628642	1.0904e-05	1.3301e-05	1e-08	0.000720981	0.000879507	-30.6157	822	315	1201	186	16	1	0.07299	0.34656	8.15141	0.0	0.20833	0.5	0.0
136	Stochastic_process	Random_variable	1	15.8	1793.0	-101.08	10068.0	377.0	19.7	0.030591634	13.6	903.0	-385.37	5092.0	184.0	19.2	0.025555062	0.004	0.184	0.498155912	0.596335988	0.015239403	7.538e-06	8.899e-06	1.9e-08	0.002155172	0.002544529	-34.5876	625	161	757	171	17	2	0.1312	0.24916	9.66322	0.0	0.41508	0.66667	0.0
137	Distributed_computing	Computer_programming	1	15.3	544.0	35.57	3775.0	192.0	15.5	0.022241127	15.8	357.0	33.65	2294.0	104.0	16.5	0.014154147	0.015	0.156	0.358102986	0.562705345	0.007964614	1.1623e-05	1.6082e-05	0.0	0.0	0.0	-38.9077	1012	200	1410	267	8	0	0.01779	0.51678	5.88298	0.0	0.42857	0.42857	0.42857
138	Graphical_model	Data	1	13.9	195.0	-73.4	883.0	70.0	16.9	0.036078221	14.9	144.0	33.75	1358.0	60.0	14.5	0.043606919	0.002	0.134	0.773917206	0.640301047	0.027921556	1.774e-06	1.31e-05	0.0	0.0	0.0	-92.32209	95	90	1216	150	1	0	0.02105	0.59328	6.33975	0.0	0.2677	0.45455	0.0
139	Recursively_enumerable_set	Finite_set	1	14.1	185.0	-133.23	1224.0	65.0	14.0	0.034649275	12.6	418.0	-29.88	2437.0	167.0	12.5	0.036036112	0.02	0.26	0.999277018	0.960820195	0.034624224	1.822e-06	4.421e-06	0.0	0.0	0.0	-34.0485	126	64	344	117	4	0	0.04762	0.3848	9.33895	0.0	0.3125	0.42857	0.14286
140	Machine_translation	Algorithm	1	14.9	831.0	41.7	5440.0	245.0	15.9	0.009830644	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008158156	0.001	0.136	0.277967413	0.334952959	0.002732599	6.272e-06	3.7994e-05	1e-08	0.000252398	0.001529052	-184.1241	418	236	3540	422	8	1	0.02871	0.61	5.2456	0.0	0.24235	0.55556	0.0
141	Computational_complexity_theory	Integer	1	14.3	839.0	7.45	5500.0	227.0	14.6	0.028852492	14.3	383.0	-244.33	2291.0	100.0	14.5	0.003965801	0.0	0.032	0.116221878	0.845551941	0.003353291	9.734e-06	1.7022e-05	1e-08	0.00056338	0.000985222	-121.4937	788	227	1541	234	4	1	0.04442	0.43559	7.07511	0.0	0.23571	0.42857	0.14286
